time,type1_num,type10_num,type3_num,type4_num,type6_num
2023-04-13 08:46:00,84.0,2.0,1.0,2.0,
2023-04-13 08:47:00,74.0,2.0,1.0,1.0,
2023-04-13 08:48:00,82.0,2.0,1.0,2.0,2.0
2023-04-13 08:49:00,82.0,2.0,1.0,,2.0
2023-04-13 08:50:00,94.0,2.0,2.0,,2.0
2023-04-13 08:51:00,83.0,2.0,3.0,,2.0
2023-04-13 08:52:00,93.0,1.0,3.0,,2.0
2023-04-13 08:53:00,95.0,2.0,3.0,,
2023-04-13 08:54:00,107.0,4.0,4.0,,
2023-04-13 08:55:00,92.0,4.0,3.0,,
2023-04-13 08:56:00,98.0,3.0,4.0,,
2023-04-13 08:57:00,101.0,3.0,4.0,,1.0
2023-04-13 08:58:00,106.0,4.0,5.0,,2.0
2023-04-13 08:59:00,100.0,3.0,3.0,,2.0
2023-04-13 09:00:00,121.0,3.0,3.0,,1.0
2023-04-13 09:01:00,110.0,5.0,5.0,,2.0
2023-04-13 09:02:00,115.0,5.0,4.0,,1.0
2023-04-13 09:03:00,104.0,5.0,4.0,2.0,
2023-04-13 09:04:00,114.0,5.0,5.0,2.0,
2023-04-13 09:05:00,101.0,5.0,3.0,1.0,
2023-04-13 09:06:00,102.0,3.0,3.0,1.0,
2023-04-13 09:07:00,109.0,4.0,3.0,1.0,
2023-04-13 09:08:00,104.0,5.0,4.0,1.0,
2023-04-13 09:09:00,106.0,5.0,4.0,1.0,
2023-04-13 09:10:00,107.0,3.0,5.0,,
2023-04-13 09:11:00,111.0,3.0,4.0,,
2023-04-13 09:12:00,107.0,6.0,3.0,4.0,2.0
2023-04-13 09:13:00,117.0,5.0,2.0,4.0,1.0
2023-04-13 09:14:00,104.0,5.0,5.0,4.0,2.0
2023-04-13 09:15:00,109.0,5.0,4.0,3.0,2.0
2023-04-13 09:16:00,106.0,4.0,3.0,5.0,1.0
2023-04-13 09:17:00,103.0,4.0,4.0,5.0,
2023-04-13 09:18:00,100.0,4.0,3.0,5.0,
2023-04-13 09:19:00,103.0,3.0,3.0,5.0,
2023-04-13 09:20:00,116.0,3.0,4.0,5.0,
2023-04-13 09:21:00,100.0,3.0,3.0,2.0,
2023-04-13 09:22:00,98.0,6.0,3.0,3.0,
2023-04-13 09:23:00,97.0,3.0,2.0,3.0,
2023-04-13 09:24:00,96.0,5.0,2.0,1.0,
2023-04-13 09:25:00,104.0,4.0,4.0,1.0,
2023-04-13 09:26:00,110.0,4.0,4.0,1.0,
2023-04-13 09:27:00,102.0,6.0,2.0,1.0,
2023-04-13 09:28:00,108.0,5.0,2.0,1.0,
2023-04-13 09:29:00,111.0,5.0,2.0,1.0,
2023-04-13 09:30:00,118.0,6.0,5.0,1.0,
2023-04-13 09:31:00,114.0,4.0,4.0,1.0,
2023-04-13 09:32:00,111.0,4.0,3.0,1.0,
2023-04-13 09:33:00,111.0,4.0,3.0,1.0,
2023-04-13 09:34:00,108.0,6.0,2.0,2.0,
2023-04-13 09:35:00,110.0,9.0,1.0,3.0,
2023-04-13 09:36:00,101.0,9.0,1.0,2.0,
2023-04-13 09:37:00,109.0,9.0,1.0,2.0,
2023-04-13 09:38:00,103.0,7.0,1.0,2.0,
2023-04-13 09:39:00,99.0,8.0,1.0,2.0,
2023-04-13 09:40:00,106.0,8.0,4.0,2.0,
2023-04-13 09:41:00,96.0,10.0,3.0,4.0,
2023-04-13 09:42:00,102.0,9.0,3.0,5.0,
2023-04-13 09:43:00,104.0,6.0,5.0,7.0,
2023-04-13 09:44:00,98.0,7.0,4.0,8.0,
2023-04-13 09:45:00,107.0,6.0,3.0,5.0,
2023-04-13 09:46:00,100.0,6.0,5.0,5.0,
2023-04-13 09:47:00,104.0,7.0,7.0,7.0,1.0
2023-04-13 09:48:00,94.0,6.0,7.0,7.0,2.0
2023-04-13 09:49:00,93.0,6.0,5.0,6.0,2.0
2023-04-13 09:50:00,103.0,6.0,5.0,4.0,2.0
2023-04-13 09:51:00,107.0,6.0,5.0,4.0,4.0
2023-04-13 09:52:00,109.0,6.0,4.0,3.0,4.0
2023-04-13 09:53:00,112.0,6.0,2.0,3.0,3.0
2023-04-13 09:54:00,111.0,6.0,2.0,5.0,4.0
2023-04-13 09:55:00,103.0,4.0,2.0,6.0,3.0
2023-04-13 09:56:00,98.0,4.0,3.0,5.0,3.0
2023-04-13 09:57:00,99.0,6.0,3.0,3.0,3.0
2023-04-13 09:58:00,96.0,5.0,3.0,4.0,3.0
2023-04-13 09:59:00,96.0,5.0,3.0,5.0,3.0
2023-04-13 10:00:00,97.0,4.0,2.0,5.0,4.0
2023-04-13 10:01:00,102.0,3.0,2.0,5.0,3.0
2023-04-13 10:02:00,96.0,3.0,2.0,4.0,3.0
2023-04-13 10:03:00,104.0,3.0,3.0,4.0,3.0
2023-04-13 10:04:00,108.0,4.0,2.0,4.0,4.0
2023-04-13 10:05:00,104.0,2.0,2.0,2.0,6.0
2023-04-13 10:06:00,108.0,2.0,2.0,3.0,5.0
2023-04-13 10:07:00,105.0,2.0,2.0,3.0,4.0
2023-04-13 10:08:00,102.0,2.0,2.0,3.0,3.0
2023-04-13 10:09:00,109.0,2.0,2.0,2.0,3.0
2023-04-13 10:10:00,111.0,2.0,2.0,2.0,3.0
2023-04-13 10:11:00,121.0,2.0,2.0,3.0,1.0
2023-04-13 10:12:00,102.0,2.0,2.0,2.0,4.0
2023-04-13 10:13:00,103.0,3.0,2.0,3.0,3.0
2023-04-13 10:14:00,102.0,7.0,2.0,2.0,2.0
2023-04-13 10:15:00,109.0,4.0,2.0,2.0,2.0
2023-04-13 10:16:00,112.0,7.0,2.0,2.0,3.0
2023-04-13 10:17:00,114.0,5.0,2.0,4.0,4.0
2023-04-13 10:18:00,116.0,5.0,3.0,3.0,4.0
2023-04-13 10:19:00,126.0,6.0,1.0,4.0,4.0
2023-04-13 10:20:00,122.0,7.0,1.0,5.0,4.0
2023-04-13 10:21:00,108.0,5.0,1.0,2.0,2.0
2023-04-13 10:22:00,125.0,5.0,1.0,2.0,2.0
2023-04-13 10:23:00,119.0,7.0,2.0,3.0,2.0
2023-04-13 10:24:00,126.0,7.0,1.0,2.0,2.0
2023-04-13 10:25:00,123.0,8.0,1.0,2.0,2.0
2023-04-13 10:26:00,127.0,8.0,3.0,2.0,2.0
2023-04-13 10:27:00,131.0,7.0,2.0,2.0,2.0
2023-04-13 10:28:00,129.0,7.0,1.0,3.0,3.0
2023-04-13 10:29:00,128.0,7.0,1.0,4.0,1.0
2023-04-13 10:30:00,125.0,10.0,1.0,2.0,4.0
2023-04-13 10:31:00,117.0,7.0,2.0,2.0,4.0
2023-04-13 10:32:00,106.0,8.0,2.0,3.0,3.0
2023-04-13 10:33:00,112.0,7.0,,4.0,1.0
2023-04-13 10:34:00,119.0,6.0,,3.0,1.0
2023-04-13 10:35:00,116.0,6.0,,4.0,1.0
2023-04-13 10:36:00,117.0,6.0,,3.0,1.0
2023-04-13 10:37:00,126.0,6.0,,3.0,1.0
2023-04-13 10:38:00,117.0,6.0,,3.0,1.0
2023-04-13 10:39:00,116.0,7.0,,1.0,
2023-04-13 10:40:00,116.0,6.0,1.0,1.0,
2023-04-13 10:41:00,107.0,7.0,,1.0,
2023-04-13 10:42:00,104.0,5.0,,1.0,
2023-04-13 10:43:00,110.0,7.0,,,2.0
2023-04-13 10:44:00,110.0,8.0,,,1.0
2023-04-13 10:45:00,114.0,8.0,1.0,,1.0
2023-04-13 10:46:00,110.0,6.0,1.0,,1.0
2023-04-13 10:47:00,116.0,5.0,1.0,,1.0
2023-04-13 10:48:00,123.0,5.0,1.0,,1.0
2023-04-13 10:49:00,120.0,5.0,1.0,,1.0
2023-04-13 10:50:00,115.0,3.0,2.0,,2.0
2023-04-13 10:51:00,121.0,3.0,2.0,,6.0
2023-04-13 10:52:00,125.0,3.0,2.0,,3.0
2023-04-13 10:53:00,119.0,5.0,2.0,,5.0
2023-04-13 10:54:00,115.0,5.0,2.0,,3.0
2023-04-13 10:55:00,118.0,8.0,3.0,,3.0
2023-04-13 10:56:00,120.0,6.0,2.0,,1.0
2023-04-13 10:57:00,113.0,9.0,2.0,,1.0
2023-04-13 10:58:00,111.0,7.0,2.0,,1.0
2023-04-13 10:59:00,109.0,7.0,2.0,1.0,1.0
2023-04-13 11:00:00,103.0,6.0,2.0,1.0,1.0
2023-04-13 11:01:00,112.0,6.0,3.0,1.0,1.0
2023-04-13 11:02:00,113.0,6.0,3.0,3.0,3.0
2023-04-13 11:03:00,106.0,7.0,3.0,4.0,3.0
2023-04-13 11:04:00,113.0,5.0,3.0,3.0,2.0
2023-04-13 11:05:00,110.0,5.0,3.0,3.0,2.0
2023-04-13 11:06:00,112.0,5.0,2.0,3.0,3.0
2023-04-13 11:07:00,117.0,5.0,2.0,3.0,2.0
2023-04-13 11:08:00,119.0,6.0,1.0,3.0,2.0
2023-04-13 11:09:00,122.0,5.0,,3.0,3.0
2023-04-13 11:10:00,109.0,6.0,,4.0,3.0
2023-04-13 11:11:00,105.0,4.0,,6.0,3.0
2023-04-13 11:12:00,103.0,4.0,1.0,5.0,1.0
2023-04-13 11:13:00,103.0,4.0,1.0,5.0,3.0
2023-04-13 11:14:00,92.0,4.0,1.0,4.0,3.0
2023-04-13 11:15:00,102.0,5.0,1.0,4.0,3.0
2023-04-13 11:16:00,113.0,6.0,4.0,2.0,2.0
2023-04-13 11:17:00,112.0,6.0,2.0,3.0,2.0
2023-04-13 11:18:00,116.0,4.0,4.0,1.0,4.0
2023-04-13 11:19:00,104.0,6.0,4.0,1.0,3.0
2023-04-13 11:20:00,106.0,5.0,4.0,1.0,4.0
2023-04-13 11:21:00,107.0,2.0,2.0,1.0,3.0
2023-04-13 11:22:00,109.0,2.0,2.0,1.0,4.0
2023-04-13 11:23:00,110.0,3.0,2.0,1.0,2.0
2023-04-13 11:24:00,115.0,3.0,3.0,1.0,2.0
2023-04-13 11:25:00,125.0,3.0,1.0,1.0,3.0
2023-04-13 11:26:00,122.0,3.0,1.0,1.0,3.0
2023-04-13 11:27:00,116.0,5.0,1.0,1.0,3.0
2023-04-13 11:28:00,112.0,5.0,2.0,3.0,3.0
2023-04-13 11:29:00,117.0,5.0,2.0,2.0,3.0
2023-04-13 11:30:00,113.0,3.0,2.0,2.0,2.0
2023-04-13 11:31:00,115.0,3.0,3.0,3.0,2.0
2023-04-13 11:32:00,117.0,5.0,1.0,3.0,2.0
2023-04-13 11:33:00,122.0,7.0,1.0,3.0,2.0
2023-04-13 11:34:00,111.0,6.0,1.0,1.0,2.0
2023-04-13 11:35:00,108.0,5.0,1.0,1.0,2.0
2023-04-13 11:36:00,124.0,7.0,1.0,1.0,2.0
2023-04-13 11:37:00,122.0,8.0,1.0,1.0,2.0
2023-04-13 11:38:00,115.0,7.0,1.0,1.0,2.0
2023-04-13 11:39:00,123.0,6.0,1.0,1.0,2.0
2023-04-13 11:40:00,123.0,5.0,2.0,1.0,3.0
2023-04-13 11:41:00,114.0,5.0,4.0,1.0,3.0
2023-04-13 11:42:00,119.0,6.0,3.0,4.0,3.0
2023-04-13 11:43:00,107.0,6.0,3.0,1.0,3.0
2023-04-13 11:44:00,109.0,2.0,4.0,1.0,2.0
2023-04-13 11:45:00,118.0,1.0,4.0,2.0,1.0
2023-04-13 11:46:00,121.0,1.0,4.0,,3.0
2023-04-13 11:47:00,117.0,1.0,4.0,,4.0
2023-04-13 11:48:00,124.0,1.0,6.0,,4.0
2023-04-13 11:49:00,122.0,3.0,6.0,,4.0
2023-04-13 11:50:00,132.0,2.0,3.0,,4.0
2023-04-13 11:51:00,134.0,2.0,4.0,,3.0
2023-04-13 11:52:00,135.0,2.0,5.0,,2.0
2023-04-13 11:53:00,137.0,2.0,5.0,,
2023-04-13 11:54:00,133.0,3.0,5.0,,
2023-04-13 11:55:00,127.0,2.0,4.0,,2.0
2023-04-13 11:56:00,134.0,3.0,5.0,,1.0
2023-04-13 11:57:00,127.0,2.0,2.0,,2.0
2023-04-13 11:58:00,133.0,4.0,2.0,,3.0
2023-04-13 11:59:00,126.0,4.0,2.0,,2.0
2023-04-13 12:00:00,127.0,4.0,3.0,,2.0
2023-04-13 12:01:00,132.0,2.0,1.0,,1.0
2023-04-13 12:02:00,131.0,2.0,3.0,,1.0
2023-04-13 12:03:00,132.0,2.0,3.0,,2.0
2023-04-13 12:04:00,146.0,2.0,2.0,,2.0
2023-04-13 12:05:00,145.0,4.0,2.0,,2.0
2023-04-13 12:06:00,144.0,8.0,5.0,,2.0
2023-04-13 12:07:00,140.0,4.0,2.0,,2.0
2023-04-13 12:08:00,142.0,4.0,2.0,,2.0
2023-04-13 12:09:00,137.0,5.0,2.0,,2.0
2023-04-13 12:10:00,128.0,4.0,2.0,,2.0
2023-04-13 12:11:00,126.0,3.0,2.0,,2.0
2023-04-13 12:12:00,127.0,3.0,2.0,,2.0
2023-04-13 12:13:00,129.0,3.0,2.0,,2.0
2023-04-13 12:14:00,121.0,3.0,2.0,,2.0
2023-04-13 12:15:00,120.0,4.0,4.0,,2.0
2023-04-13 12:16:00,121.0,5.0,2.0,,3.0
2023-04-13 12:17:00,131.0,4.0,2.0,,1.0
2023-04-13 12:18:00,140.0,5.0,2.0,,1.0
2023-04-13 12:19:00,148.0,5.0,2.0,,1.0
2023-04-13 12:20:00,148.0,5.0,2.0,2.0,1.0
2023-04-13 12:21:00,145.0,4.0,2.0,2.0,1.0
2023-04-13 12:22:00,136.0,4.0,4.0,3.0,1.0
2023-04-13 12:23:00,134.0,4.0,3.0,2.0,1.0
2023-04-13 12:24:00,140.0,3.0,4.0,2.0,1.0
2023-04-13 12:25:00,139.0,3.0,7.0,4.0,2.0
2023-04-13 12:26:00,151.0,4.0,7.0,3.0,2.0
2023-04-13 12:27:00,144.0,4.0,5.0,3.0,2.0
2023-04-13 12:28:00,148.0,3.0,7.0,3.0,2.0
2023-04-13 12:29:00,151.0,4.0,3.0,3.0,2.0
2023-04-13 12:30:00,165.0,3.0,8.0,5.0,3.0
2023-04-13 12:31:00,144.0,3.0,5.0,3.0,3.0
2023-04-13 12:32:00,150.0,3.0,4.0,5.0,4.0
2023-04-13 12:33:00,146.0,3.0,4.0,4.0,3.0
2023-04-13 12:34:00,138.0,2.0,4.0,3.0,2.0
2023-04-13 12:35:00,153.0,3.0,4.0,4.0,3.0
2023-04-13 12:36:00,137.0,2.0,6.0,2.0,
2023-04-13 12:37:00,130.0,2.0,4.0,2.0,1.0
2023-04-13 12:38:00,143.0,2.0,7.0,2.0,2.0
2023-04-13 12:39:00,147.0,2.0,5.0,3.0,2.0
2023-04-13 12:40:00,133.0,2.0,4.0,2.0,2.0
2023-04-13 12:41:00,129.0,2.0,2.0,2.0,2.0
2023-04-13 12:42:00,122.0,3.0,2.0,2.0,1.0
2023-04-13 12:43:00,127.0,3.0,3.0,2.0,2.0
2023-04-13 12:44:00,125.0,3.0,4.0,2.0,1.0
2023-04-13 12:45:00,129.0,1.0,2.0,2.0,1.0
2023-04-13 12:46:00,134.0,1.0,2.0,2.0,1.0
2023-04-13 12:47:00,135.0,1.0,2.0,3.0,1.0
2023-04-13 12:48:00,137.0,4.0,2.0,3.0,1.0
2023-04-13 12:49:00,142.0,3.0,2.0,1.0,1.0
2023-04-13 12:50:00,145.0,3.0,3.0,1.0,2.0
2023-04-13 12:51:00,143.0,4.0,4.0,3.0,2.0
2023-04-13 12:52:00,150.0,4.0,2.0,5.0,
2023-04-13 12:53:00,143.0,2.0,2.0,4.0,
2023-04-13 12:54:00,130.0,1.0,2.0,5.0,
2023-04-13 12:55:00,139.0,1.0,2.0,5.0,
2023-04-13 12:56:00,143.0,1.0,2.0,5.0,
2023-04-13 12:57:00,148.0,1.0,2.0,7.0,
2023-04-13 12:58:00,135.0,1.0,2.0,7.0,
2023-04-13 12:59:00,145.0,1.0,2.0,4.0,
2023-04-13 13:00:00,146.0,1.0,2.0,6.0,1.0
2023-04-13 13:01:00,154.0,1.0,,5.0,4.0
2023-04-13 13:02:00,147.0,1.0,2.0,6.0,3.0
2023-04-13 13:03:00,153.0,1.0,3.0,6.0,3.0
2023-04-13 13:04:00,135.0,1.0,3.0,6.0,3.0
2023-04-13 13:05:00,136.0,1.0,2.0,5.0,3.0
2023-04-13 13:06:00,136.0,1.0,2.0,6.0,3.0
2023-04-13 13:07:00,132.0,1.0,3.0,4.0,2.0
2023-04-13 13:08:00,130.0,1.0,2.0,4.0,3.0
2023-04-13 13:09:00,123.0,1.0,5.0,4.0,2.0
2023-04-13 13:10:00,113.0,1.0,4.0,4.0,2.0
2023-04-13 13:11:00,113.0,1.0,1.0,5.0,2.0
2023-04-13 13:12:00,114.0,1.0,1.0,5.0,2.0
2023-04-13 13:13:00,126.0,1.0,3.0,3.0,2.0
2023-04-13 13:14:00,129.0,1.0,1.0,7.0,2.0
2023-04-13 13:15:00,130.0,1.0,1.0,5.0,1.0
2023-04-13 13:16:00,120.0,1.0,1.0,5.0,1.0
2023-04-13 13:17:00,122.0,1.0,,5.0,1.0
2023-04-13 13:18:00,125.0,1.0,2.0,5.0,1.0
2023-04-13 13:19:00,125.0,1.0,1.0,6.0,1.0
2023-04-13 13:20:00,126.0,1.0,1.0,2.0,2.0
2023-04-13 13:21:00,121.0,1.0,1.0,4.0,2.0
2023-04-13 13:22:00,125.0,1.0,4.0,4.0,
2023-04-13 13:23:00,126.0,1.0,3.0,4.0,
2023-04-13 13:24:00,115.0,1.0,4.0,3.0,1.0
2023-04-13 13:25:00,118.0,1.0,2.0,4.0,1.0
2023-04-13 13:26:00,115.0,1.0,2.0,4.0,1.0
2023-04-13 13:27:00,106.0,2.0,1.0,4.0,1.0
2023-04-13 13:28:00,106.0,2.0,1.0,2.0,3.0
2023-04-13 13:29:00,113.0,,,2.0,3.0
2023-04-13 13:30:00,119.0,,2.0,2.0,4.0
2023-04-13 13:31:00,114.0,2.0,2.0,2.0,6.0
2023-04-13 13:32:00,118.0,1.0,1.0,4.0,4.0
2023-04-13 13:33:00,126.0,1.0,1.0,4.0,5.0
2023-04-13 13:34:00,125.0,1.0,1.0,4.0,3.0
2023-04-13 13:35:00,112.0,3.0,1.0,6.0,3.0
2023-04-13 13:36:00,121.0,2.0,1.0,6.0,2.0
2023-04-13 13:37:00,122.0,2.0,,5.0,3.0
2023-04-13 13:38:00,120.0,2.0,,8.0,1.0
2023-04-13 13:39:00,126.0,2.0,,8.0,1.0
2023-04-13 13:40:00,122.0,2.0,,7.0,3.0
2023-04-13 13:41:00,119.0,3.0,1.0,6.0,3.0
2023-04-13 13:42:00,112.0,1.0,,8.0,3.0
2023-04-13 13:43:00,112.0,1.0,,7.0,1.0
2023-04-13 13:44:00,116.0,1.0,,4.0,1.0
2023-04-13 13:45:00,124.0,3.0,1.0,4.0,1.0
2023-04-13 13:46:00,130.0,2.0,,2.0,1.0
2023-04-13 13:47:00,140.0,2.0,,2.0,1.0
2023-04-13 13:48:00,131.0,2.0,2.0,2.0,1.0
2023-04-13 13:49:00,127.0,2.0,1.0,2.0,1.0
2023-04-13 13:50:00,118.0,2.0,4.0,4.0,2.0
2023-04-13 13:51:00,114.0,2.0,2.0,7.0,1.0
2023-04-13 13:52:00,108.0,3.0,1.0,3.0,1.0
2023-04-13 13:53:00,109.0,3.0,1.0,5.0,1.0
2023-04-13 13:54:00,96.0,1.0,1.0,4.0,3.0
2023-04-13 13:55:00,99.0,1.0,1.0,4.0,5.0
2023-04-13 13:56:00,100.0,1.0,1.0,3.0,5.0
2023-04-13 13:57:00,108.0,1.0,1.0,4.0,4.0
2023-04-13 13:58:00,109.0,1.0,2.0,5.0,4.0
2023-04-13 13:59:00,112.0,1.0,3.0,6.0,4.0
2023-04-13 14:00:00,112.0,1.0,2.0,5.0,3.0
2023-04-13 14:01:00,117.0,1.0,2.0,7.0,3.0
2023-04-13 14:02:00,118.0,1.0,2.0,5.0,1.0
2023-04-13 14:03:00,117.0,1.0,2.0,5.0,1.0
2023-04-13 14:04:00,121.0,1.0,2.0,4.0,1.0
2023-04-13 14:05:00,126.0,2.0,3.0,6.0,1.0
2023-04-13 14:06:00,134.0,2.0,2.0,5.0,1.0
2023-04-13 14:07:00,134.0,2.0,2.0,6.0,1.0
2023-04-13 14:08:00,133.0,2.0,2.0,6.0,1.0
2023-04-13 14:09:00,121.0,2.0,2.0,5.0,1.0
2023-04-13 14:10:00,127.0,2.0,4.0,5.0,4.0
2023-04-13 14:11:00,133.0,2.0,4.0,4.0,5.0
2023-04-13 14:12:00,135.0,2.0,4.0,5.0,3.0
2023-04-13 14:13:00,123.0,2.0,3.0,3.0,3.0
2023-04-13 14:14:00,121.0,4.0,4.0,5.0,3.0
2023-04-13 14:15:00,119.0,,3.0,4.0,2.0
2023-04-13 14:16:00,124.0,,4.0,4.0,5.0
2023-04-13 14:17:00,123.0,,1.0,4.0,3.0
2023-04-13 14:18:00,122.0,,2.0,4.0,3.0
2023-04-13 14:19:00,120.0,,1.0,3.0,5.0
2023-04-13 14:20:00,115.0,,1.0,1.0,5.0
2023-04-13 14:21:00,116.0,,1.0,2.0,3.0
2023-04-13 14:22:00,114.0,,1.0,2.0,3.0
2023-04-13 14:23:00,112.0,,1.0,2.0,1.0
2023-04-13 14:24:00,107.0,,1.0,3.0,1.0
2023-04-13 14:25:00,109.0,,1.0,5.0,1.0
